CitedID,CitingID,Title,SharingAuthor,RetractionMentioned,Citation Text,Citation Section,Class,CitedAlone,NoofTime,Journal/Book,Publication Year,Create Date,RetractedClass,S1,S2,S3,AvgSim
21673986,22689345,The role of cancer stem cells and miRNAs in defining the complexities of brain metastasis,Yes,No," (McGowan et al, 2011) Notch proteins consist of a family of 4 transmembrane receptors, and the signaling is found to be dysregulated in many human cancers. (Bao et al, 2011b;Ji et al, 2011;Ji et al, 2012;Sethi et al, 2010;Wang et al, 2010a;Wang et al, 2010c;Wang et al, 2011b;Wang et al, 2011a)* A reduction in the proportion of CSC (CD44hi/CD24lo) significantly reduces formation of brain metastases from breast cancer, coinciding with a previous study using breast cancer cells with the same markers and phenotype which enhanced cell growth, colony formation, invasion in vitro, and enhanced metastases formation in multiple organs in NOD/SCID-IL2Rγ null mice. (McGowan et al, 2011). ",Other,NotHarmful,No,1,J Cell Physiol,2013,6/13/2012,NotRetracted,0.77231485,0.74906874,0.7503146,0.75723273
21673986,23049538,Peroxisome proliferator-activated receptor gamma and regulations by the ubiquitin-proteasome system in pancreatic cancer,No,No,"1:CDK Inhibitor p16INK4A is a regulator of cell cycle and functions by inhibiting the CDK4/Cyclin D complex leading to the release of Rb from the negative regulation by the complex and cell cycle arrest at the G1/S transition [71]. Its inactivation in the great majority of pancreatic cancers promotes cell proliferation and synergizes with Kras mutations to promote pancreatic carcinogenesis [72]*. Dysfunctioning p16INK4A/CDK4/Cyclin D/Rb axis may still be regulated by PPARγ which is a transcriptional repressor of Cyclin D. 2:In addition, NF-κB lies downstream of activated K-ras and as a result, it may be activated secondary to diverse signals in pancreatic cancer. These signals not only favor carcinogenesis but also perpetuate the inflammatory environment [72, 91]*. NF-κB signaling results in phosphorylation of histone H3 in the promoter of Notch target gene and transcriptional repressor Hes (Hairy and Enhancer of Split) and through this modification cooperates with Notch in upregulation of Hes [92]. ",Other,Recommending,No,1,PPAR Res,2012,10/11/2012,NotRetracted,0.7503197,0.76268023,0.7618206,0.75827351
21673986,24932227,Inflammation to cancer: The molecular biology in the pancreas (Review),No,No,"In the mutant K‑ras‑driven PDA model, EGFR controls the differentiation of neoplastic precursors and induces tumor initiation, following which, EGFR promotes cancer progression by activating ERK. In addition, certain other signaling pathways are indicated in the participation of K‑ras‑induced pancreatic tumorigenesis, including the nuclear factor‑κB (NF‑κB) and Notch signaling pathways (42,43)*.",Discussion,NotHarmful,No,1,Oncol Lett,2014,6/17/2014,NotRetracted,0.745489,0.85870385,0.8633324,0.822508417
21673986,22949936,Analysis of whole genomic expression profiles and screening of the key signaling pathways associated with pancreatic cancer,No,No,"These genetic discoveries have given important insights into the molecular pathogenesis of PDAC and have stimulated efforts to develop diagnostic and therapeutic agents. However, considering the complexity of the genome, it is most likely that many of human genes still have not been indentified in pancreatic cancer. Moreover, it has been shown that aberrant activation of signaling pathways, such as hedgehog [4], Wnt [5] and Notch signaling pathway [6]* is frequently observed in pancreatic cancer. Defective, overactive or dominating signaling pathways can motivate tumor growth and survival, as well as progression of invasion and metastasis [7].",Introduction,NotHarmful,No,1,Int J Clin Exp Pathol,2012,9/6/2012,NotRetracted,0.74105376,0.8905167,0.8912772,0.84094922
21673986,27460529,Niclosamide inhibits colon cancer progression through downregulation of the Notch pathway and upregulation of the tumor suppressor miR-200 family,No,No,"Furthermore, it has been shown that re-expression of miR-141 and miR-429 hinders Jagged-1 in metastatic prostate cancer cells, which suggests a novel means of controlling the fate of the Notch pathway (26). A study by Wang et al revealed that transfection of miR-200b in Rink-1 cells (pancreatic cell line) inactivated the Notch signaling pathway directly by decreasing the levels of Jagged-1/2 and those of their target genes Hes-1, Hey-2 and Bcl-2, which led to the inhibition of cell growth (27)*. Taken together, these findings show the connection among Notch signaling, miRNA-200 and ZEB in cancer.",Introduction,NotHarmful,No,1,Int J Mol Med,2016,7/28/2016,NotRetracted,0.74020416,0.7532854,0.74806106,0.74718354
21673986,23949878,Biomarkers for pancreatic cancer: promising new markers and options beyond CA 19-9,No,No,"The clinical utility of K-RAS mutation is widely studied in tissue, serum, pancreatic juice, and stool specimens, both as diagnostic as well as prognostic markers for PC. While these studies have demonstrated modest sensitivity of K-RAS mutation in identifying pancreatic cancer, its main significant limitation is nonspecificity attributed to expression in benign pancreatic conditions as well other malignancies. The other oncogenes affected by pancreatic cancer involve activating mutations of cyclin D1 gene that regulates G1/S interphase [53, 54]*.",Other,NotHarmful,No,1,Tumour Biol,2013,8/17/2013,NotRetracted,0.7249055,0.86466324,0.8696101,0.81972628
21673986,18539958,Pancreatic cancer stem cells,No,No,"For example, Wnt/-catenin signaling has been reported to result in increased tolerance of DNA damage, rendering CSCs resistant to radiation [90, 91]. And Notch pathway has been implicated in the failure of cancers in breast, pancreas to response with high efficacy to chemo- and radiation therapy [30, 92, 93]*. In addition, TGF-beta pathway was found to play a role in the metastasis of breast cancer by David and colleagues [50]. ",Introduction,NotHarmful,No,1,J Clin Oncol,2008,6/10/2008,NotRetracted,0.71473974,0.8021134,0.8040294,0.773627513
21673986,26408346,Loss of Activin Receptor Type 1B Accelerates Development of Intraductal Papillary Mucinous Neoplasms in Mice With Activated KRAS,No,No,"The differentiation of the pancreatic progenitor cells has been shown to be tightly modulated by NOTCH signaling23. Overexpression and activation of NOTCH signaling pathways have been reported from PanINs to PDA24, 25*. We therefore assessed the expression of NOTCH1, 2, 3, and 4 in the pancreatic tumor cells derived from our GEMM. ",Other,NotHarmful,No,1,Gastroenterology,2016,9/27/2015,NotRetracted,0.709237,0.7870102,0.79041624,0.762221147
21673986,26380553,Single and Multiple Gene Manipulations in Mouse Models of Human Cancer,No,No,"In this study, death occurred in all mice by 11 weeks of age.70 In a similar study using the LSLK-rasG12D;Pdx1-Cre;Ink4a/Arf mouse model, solid pancreatic tumors were observed in mice 7 to 12 weeks of age and had histological features similar to human disease, including a high Ki-67 proliferative index and large, highly atypical cells*.",Other,Recommending,Yes,1,Cancer Growth Metastasis,2015,9/19/2015,NotRetracted,0.6997688,0.62297285,0.61110157,0.644614407
21673986,22565310,Nuclear protein 1 promotes pancreatic cancer development and protects cells from stress by inhibiting apoptosis,No,No,"Nupr1 and its target pathways were shown to promote the survival and growth of pancreatic cancer cells as well as PanIN formation in vivo. Our studies support the existence of a pathway involved in the process of pancreatic carcinogenesis in addition to other previously reported pathways (32, 33)*. Nupr1 binds chromatin and regulates, through modulation of gene expression of RelB, the antiapoptotic factor IER3, which is a key component of the non-conventional NF-κB pro-survival pathway, although at this time direct activation by Nupr1 of IER3 expression cannot be formally excluded. ",Discussion,Harmful,No,1,J Clin Invest,2012,5/9/2012,NotRetracted,0.69371724,0.81153554,0.8148695,0.773374093
21673986,28099906,"Genomic characteristics of pancreatic squamous cell carcinoma, an investigation by using high throughput sequencing after in-solution hybrid capture",No,No,"For instance, the oncogene KRAS encodes for the membrane-bound GTP-binding protein, which is involved in the signaling pathways mediated by growth factor. In 80%~90% of patients with pancreatic cancer, KRAS gene is frequently detected to be mutated at codon 12 and sometimes mutated at codons 13 or 61 [44–47]*. In the present study, for the oncogene KRAS, we have detected Gly12Arg mutation in pancreatic ACs, Gly12Asp mutation in SCC of pancreas, while no mutation of KRAS has been detected in pancreatic ASCs (Table 3).",Discussion,NotHarmful,No,1,Oncotarget,2017,1/19/2017,NotRetracted,0.6431383,0.6233901,0.6189457,0.628491367
21673986,26062681,Genomic expression profiling and bioinformatics analysis of pancreatic cancer,No,No,"The Ras signaling pathway, for example, has attracted attention as an anti-cancer drug target, due to its important function in tumorigenesis (8). For pancreatic cancer, Wnt (9), Notch (10)* and Hedgehog (11) pathways have been additionally identified as being of marked significance.",Introduction,NotHarmful,No,1,Mol Med Rep,2015,6/12/2015,NotRetracted,0.63276374,0.8313122,0.8393098,0.767795247
21673986,22752426,The gamma secretase inhibitor MRK-003 attenuates pancreatic cancer growth in preclinical models,No,No,"Given its well-defined role in PDAC growth, Notch signaling has been an area of intense investigation (30, 31)*. A recent exomic profiling of PDAC has identified Notch as one of the twelve “core” signaling pathways that are abnormal in this neoplasm (19).",Discussion,NotHarmful,No,1,Mol Cancer Ther,2012,7/4/2012,NotRetracted,0.6279881,0.7361571,0.725886,0.696677067
21673986,22806240,Retracted: Activated K-Ras and INK4a/Arf deficiency promote aggressiveness of pancreatic cancer by induction of EMT consistent with cancer stem cell phenotype,Yes,No,"1: For example, one compound mouse model containing activated K-Ras and Ink4a/Arf deϐiciency (KCI) has been shown to cooperate in producing metastatic PDAC (Aguirre et al., 2003). Our previous study has shown that activation of Notch and NF-κB were involved in the development of PDAC in the compound K-Ras and Ink4a/Arf deϐicient transgenic mice (Wang et al., 2011a)*. Recently, we found over-expression of several miRNAs, such as miR-21, miR-221, miR-27, and miR-155, and down-regulation in the expression of multiple miRNAs including miR-216a, miR-216b, miR-217, and miR-146a in tumors derived from the compound K-Ras and Ink4a/Arf deϐicient transgenic mice (Ali et al., 2011). 2:The LSL-K-Ras strain was bred to the following strains: Pdx1-Cre, INK4a/Arf as previously described (Wang et al., 2011a)*. Pancreata were collected and processed for analysis. Tumor tissues harvested from this experiment was used for histologic, immunohistochemical, real-time RT-PCR, and Western blotting analysis. 3:When LSL-KRas mice are bred with transgenic mice which express Cre-recombinase under the control of the Pdx1 promoter, expression of Cre-recombinase in pancreatic progenitor cells removes the ϐloxed transcriptional STOP cassette, leading to the activation of the oncogenic K-Ras allele downstream of its own endogenous promoter. Our previously published study has shown that pancreatic tumors did not develop in 24- and 30-week-old Pdx1-Cre:deletion of Ink4a/Arf (CI) and LSLK-Ras :Pdx1-Cre (KC) mice, respectively (Wang et al., 2011a). However, mice from LSL-KRas :Pdx1-Cre: Ink4a/Arf (KCI) animals were found to form solid pancreatic tumors ranging in diameter from 4 to 10 mm between 45 and 80 days (Wang et al., 2011a)*. 4:It has been reported that PDGF-D signaling pathway plays pivotal roles in many human cancers including pancreatic cancer (Wang et al., 2009, 2011a). Therefore, we examined the levels of PDGF-D expression in our transgenic mice tissues. ",M&M,Harmful,Yes,>1,J Cell Physiol,2013,7/19/2012,Retracted,,,,
21673986,22213426,Retracted: Inactivation of Ink4a/Arf leads to deregulated expression of miRNAs in K-Ras transgenic mouse model of pancreatic cancer,Yes,No,"1: Identifying these PC precursors and associated biomarkers, has the potential for diagnostic accuracy which will aid in the early detection of these lesions in individuals at high-risk for PC (Cheung et al, 2008). Hence several mouse models have been created to mimic human PC that has been proven useful for studying tumor progression, prevention and therapy (Aguirre et al, 2003; Cook et al, 2008; Frese and Tuveson, 2007; Hingorani et al, 2003; Hingorani et al, 2005; Maniati et al, 2011; Olive et al, 2009; Tuveson and Hingorani, 2005; Wang et al, 2011)*. One such model with K-Ras mutation in combination with Ink4a/Arf deficiency resulted in the activation of Notch and NF-κB signaling as reported in our recent publication (Wang et al, 2011)* showing tumor progression, which could in part be also due to deregulated expression of microRNAs (miRNAs) and their target genes. 2:A recent report from our laboratory showed a signiϐicant difference in th e expression levels of several miRNAs in the plasma of PC patients compared to normal subjects (Ali et al, 2010b), suggesting that the assessment for the levels of deregulated expression of miRNAs and their targets either in the tumor specimens or in the plasma could be linked with the biology of the development and progression of PC. Our previous studies have shown that the activated K-ras and Ink4a/Arf deficiency cooperate during the development of PC in the transgenic animal models by activation of Notch and NF-κB signaling pathways (Wang et al, 2011)*. Therefore, the goal of this study was to assess differential expression of miRNAs in pooled pancreatic tissue samples (n=4) from K-Ras (K) and Pdx1-Cre (C), compared to pancreatic tumor tissues of KRas ; Pdx1-Cre (KC) and K-Ras ; Pdx1-Cre; Ink4a/Arf (KCI) mouse models. 3:Since protooncogene K-Ras mutations are the most common variation amongst many human cancers including PC (Smit et al, 1988), attempts has been made to target K-Ras with inhibitors like farnesyl transferase, which has shown to be completely ineffective (Macdonald et al, 2005). Several mouse models have been created to mimic human PC that has been proven useful for studying tumor progression, prevention and therapy (Aguirre et al, 2003; Cook et al, 2008; Frese and Tuveson, 2007; Hingorani et al, 2003; Hingorani et al, 2005; Maniati et al, 2011; Olive et al, 2009; Tuveson and Hingorani, 2005; Wang et al, 2011)*. One such model with K-Ras mutation in combination with Ink4a/Arf deϐiciency resulted in the activation of Notch and NF-κB signaling as reported in our recent publication (Wang et al, 2011) showing tumor progression, which could in part be also due to deregulated expression of microRNAs (miRNAs) and their target genes.",Intro & Discuss,Recommending,No,1,J Cell Physiol,2012,1/4/2012,Retracted,,,,
21673986,,Retracted: Inactivation of Ink4a/Arf leads to deregulated expression of miRNAs in K-Ras transgenic mouse model of pancreatic cancer,Yes,No,"1: intraepithelial neoplasia (Pan1N) (Hruban et al., 2006). Identifying these PC precursors and associated biomarkers, has the potential for diagnostic accuracy which will aid in the early detection of these lesions in individuals at high-risk for PC (Cheung et al., 2008). Hence several mouse models have been created to mimic human PC that has been proven useful for studying tumor progression, prevention, and therapy (Aguirre et al., 2003; Hingorani et al., 2003, 2005; Tuveson and Hingorani, 2005; Frese and Tuveson, 2007; Cook et al., 2008; Olive et al., 2009; Maniati et al., 2011; Wang et al., 2011). One such model with K-Ras mutation in combination with Ink4a/Arf deficiency resulted in the activation of Notch and NF-kB signaling as reported in our recent publication (Wang et al.,2011)* showing tumor progression, which could in part be also due to deregulated expression of microRNAs (miRNAs) and their target genes. 2: Several mouse models have been created to mimic human PC that has been proven useful for studying tumor progression, prevention and therapy (Aguirre et al., 2003; Hingorani et al., 2003, 2005; Tuveson and Hingorani, 2005; Frese and Tuveson, 2007; Cook et al., 2008; Olive et al., 2009; Maniati et al., 2011; Wang et al., 2011)*. One such model with K-Ras mutation in combination with Ink4a/Arf deficiency resulted in the activation of Notch and NF-kB signaling as reported in our recent publication (Wang et al., 2011)* showing tumor progression, which could in part be also due to deregulated expression of microRNAs (miRNAs) and their target genes.",Discussion,Recommending,Yes,1,J Clin Oncol,2011,,Retracted,,,,
21673986,21673986,Activated K-ras and INK4a/Arf deficiency cooperate during the development of pancreatic cancer by activation of Notch and NF-κB signaling pathways,,,,,,,,PLoS One,2011,6/16/2011,,,,,
